2022,2023,2022,2023,2022,2023,2022,2023,2022,2023,2022,2023,2022,2023,2022,2023,2022,2023,2022,2023,2022,2023
1.Enero,1.Enero,2.Febrero,2.Febrero,3.Marzo,3.Marzo,4.Abril,4.Abril,5.Mayo,5.Mayo,6.Junio,6.Junio,7.Julio,7.Julio,8.Agosto,8.Agosto,9.Setiembre,9.Setiembre,10.Octubre,10.Octubre,11.Noviembre,11.Noviembre
0.088373397,0.035438138,0.020499914,0.012384842,0.340429292,0.042049741,0.662296517,0.070695365,0.01074992,0.067669574,0.536714613,0.089132117,0.51583439,0.024968151,0.119825695,0.000958139,0.235257227,0.078211287,0.248727941,,,0.004046015
0.127128315,0.050110863,0.084131078,0.069844158,0.50762018,0.131236599,0.686222763,0.28988855,0.134014595,0.117110389,0.544996363,0.258464875,0.522560302,0.199186983,0.654094093,0.190099753,0.481708301,0.115717221,0.410123838,,,0.04287444
0.264725963,0.142494686,0.192907543,0.171659464,0.562753461,0.188701864,0.777168707,0.32135972,0.392502495,0.306058999,0.640466506,0.271964908,0.640690565,0.253097574,0.665143236,0.198991203,0.491668369,0.143882113,0.481204623,,,0.137758547
0.325833463,0.185107595,0.345485884,0.215590061,0.717174515,0.199713685,0.791358711,0.338317433,0.543042516,0.350574101,0.741799663,0.289516593,0.658546509,0.291065678,0.690490042,0.372202816,0.576640944,0.153775399,0.582869087,,,0.152171633
0.484753191,0.189403965,0.535556062,0.329828691,0.746307387,0.208568395,0.801044298,0.342787256,0.702261668,0.395183911,0.743735609,0.320753695,0.658628916,0.320002218,0.697349032,0.411552815,0.577137976,0.18746268,0.602448822,,,0.266221705
0.582800126,0.228769693,0.55499245,0.367805214,0.77536207,0.242246834,0.809126537,0.356164546,0.704132091,0.45749928,0.744162704,0.370594107,0.663001624,0.320215506,0.762399919,0.415227545,0.663917732,0.245729755,0.639391716,,,0.325523095
0.641285866,0.301368912,0.61048385,0.411259428,0.781455545,0.289910167,0.833070196,0.387439159,0.736351041,0.515140133,0.771666137,0.418061083,0.700556713,0.439325919,0.765800513,0.467591819,0.77063244,0.358573965,0.639904822,,,0.348065388
0.781366424,0.36137498,0.631831381,0.435876712,0.812932581,0.306529015,0.845176458,0.422784396,0.747085839,0.519335017,0.800422544,0.435792905,0.736334184,0.52146675,0.782900046,0.484378185,0.797839837,0.394593584,0.64087143,,,0.419336366
0.832089724,0.409860713,0.635286826,0.451135297,0.815103725,0.325834955,0.850064879,0.437363759,0.810970956,0.525750538,0.819167782,0.456430286,0.747983715,0.552055221,0.797359765,0.484522426,0.825983408,0.426262524,0.667395261,,,0.458811349
0.866925947,0.438257291,0.663830024,0.452871622,0.818905,0.378868401,0.856387885,0.440452911,0.820384125,0.537083497,0.831455726,0.492766205,0.759364746,0.571334807,0.810050395,0.507610399,0.847897071,0.447193766,0.694909975,,,0.511731517
0.876325197,0.447425706,0.673721028,0.477524955,0.829606883,0.390793888,0.858538526,0.44879374,0.828969442,0.544929925,0.835545003,0.514766558,0.772034788,0.600901494,0.822463845,0.513282415,0.863991941,0.467189095,0.710224699,,,0.515278757
0.882726241,0.450474659,0.695782045,0.480659118,0.842059646,0.410147097,0.858717623,0.453056703,0.831759864,0.553452194,0.83721344,0.518991753,0.785542839,0.608312787,0.837864963,0.551971131,0.867745444,0.475036041,0.717703605,,,0.54291587
0.888748504,0.455365336,0.697206643,0.481576255,0.855492114,0.42188476,0.858870832,0.471602496,0.835386528,0.555044566,0.837902581,0.527073406,0.78638046,0.613205467,0.852040914,0.578332901,0.870262881,0.493831345,0.720051216,,,0.568310279
0.890523638,0.461742626,0.702644934,0.482166498,0.858300082,0.422154563,0.859021908,0.475328459,0.837184469,0.558333396,0.837979671,0.527300227,0.790024761,0.613654594,0.855529273,0.593623839,0.873408652,0.495807755,0.724300162,,,0.581042528
0.89117001,0.462415119,0.70643742,0.482643827,0.858896151,0.422199034,0.859075379,0.475915141,0.838326724,0.558766721,0.838085611,0.529545696,0.791353158,0.614014009,0.859947589,0.605342868,0.877049671,0.497988848,0.729160301,,,0.591420104
0.891550038,0.462632262,0.709125268,0.482809629,0.859614115,0.422329099,0.859194796,0.481482551,0.839128172,0.558790507,0.838175678,0.533549921,0.791702179,0.6140482,0.863305615,0.609974176,0.879988973,0.498597538,0.734253247,,,0.591918406
0.892016017,0.462669081,0.710023896,0.482835436,0.860252351,0.422353774,0.859257971,0.481601336,0.839131943,0.558810145,0.838175941,0.53998626,0.791739942,0.61406553,0.863606331,0.610228621,0.879991249,0.498598055,0.73499697,,,0.592614734
0.892016017,0.462669081,0.710023896,0.482835436,0.860252351,0.422353774,0.859257971,0.481601336,0.839131943,0.558810145,0.838175941,0.53998626,0.791739942,0.61406553,0.863606331,0.610228621,0.879991249,0.498598055,0.73499697,,,0.592614734
0.892016017,0.462669081,0.710023896,0.482835436,0.860252351,0.422353774,0.859257971,0.481601336,0.839131943,0.558810145,0.838175941,0.53998626,0.791739942,0.61406553,0.863606331,0.610228621,0.879991249,0.498598055,0.73499697,,,0.592614734
